Ni,Si,Ce,La,cold_rolling_strain,annealing_T,annealing_t,solution_T,solution_t,aging_T,aging_t,UTS,conductivity,hardness,is_cold_rolled,is_annealed,is_solution,is_aged,log_Ni,log_Si,log_Ce,log_La,precipitation_index
2.63,0.58,0.0,0.0,65.0,-1,-1.0,-1,-1.0,480,3.0,650.0,43.31,211.0,1,0,0,1,0.9669838465699013,-0.5447271737175342,-20.72326583694641,-20.72326583694641,2
2.63,0.58,0.0,0.0,65.0,-1,-1.0,-1,-1.0,480,3.0,649.4,43.31,216.0,1,0,0,1,0.9669838465699013,-0.5447271737175342,-20.72326583694641,-20.72326583694641,2
2.63,0.58,0.0,0.0,65.0,-1,-1.0,-1,-1.0,500,3.0,637.9,45.01,206.0,1,0,0,1,0.9669838465699013,-0.5447271737175342,-20.72326583694641,-20.72326583694641,2
2.63,0.58,0.0,0.0,65.0,-1,-1.0,-1,-1.0,500,3.0,637.0,45.01,208.0,1,0,0,1,0.9669838465699013,-0.5447271737175342,-20.72326583694641,-20.72326583694641,2
2.63,0.58,0.0,0.0,65.0,-1,-1.0,-1,-1.0,500,3.0,638.7,45.01,207.0,1,0,0,1,0.9669838465699013,-0.5447271737175342,-20.72326583694641,-20.72326583694641,2
2.63,0.58,0.0,0.0,50.0,-1,-1.0,-1,-1.0,500,3.0,650.0,45.0,205.0,1,0,0,1,0.9669838465699013,-0.5447271737175342,-20.72326583694641,-20.72326583694641,2
3.2,0.75,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,198.0,21.2,,0,0,0,0,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,0
3.2,0.75,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,220.0,17.4,,0,0,0,0,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,0
3.2,0.75,0.0,0.0,-1.0,-1,-1.0,900,1.0,-1,-1.0,100.0,16.1,,0,0,1,0,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,1
3.2,0.75,0.0,0.0,90.0,-1,-1.0,-1,-1.0,-1,-1.0,553.0,13.2,,1,0,0,0,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,1
3.2,0.75,0.0,0.0,90.0,-1,-1.0,-1,-1.0,450,4.0,711.0,43.2,,1,0,0,1,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,2
3.2,0.75,0.0,0.0,90.0,-1,-1.0,-1,-1.0,450,6.0,630.0,44.88,,1,0,0,1,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,2
3.2,0.75,0.06,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,217.0,19.6,,0,0,0,0,1.163150810118181,-0.2876820711184476,-2.81341070009337,-20.72326583694641,0
3.2,0.75,0.06,0.0,-1.0,-1,-1.0,950,1.0,-1,-1.0,,18.0,,0,0,1,0,1.163150810118181,-0.2876820711184476,-2.81341070009337,-20.72326583694641,1
3.2,0.75,0.06,0.0,90.0,-1,-1.0,-1,-1.0,450,1.0,747.0,44.9,,1,0,0,1,1.163150810118181,-0.2876820711184476,-2.81341070009337,-20.72326583694641,2
2.79,0.58,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,,,0,0,0,0,1.026041596191697,-0.5447271737175342,-20.72326583694641,-20.72326583694641,0
4.95,1.19,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,49.0,201.0,0,0,1,1,1.599387576782619,0.1739533079637742,-20.72326583694641,-20.72326583694641,2
4.7,1.1,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,51.0,195.0,0,0,1,1,1.547562508928779,0.09531018071341592,-20.72326583694641,-20.72326583694641,2
4.5,1.1,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,51.0,193.0,0,0,1,1,1.504077396998496,0.09531018071341592,-20.72326583694641,-20.72326583694641,2
4.2,1.1,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,51.0,187.0,0,0,1,1,1.435084525527418,0.09531018071341592,-20.72326583694641,-20.72326583694641,2
4.0,0.9,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,52.0,183.0,0,0,1,1,1.386294361369891,-0.1053605145467152,-20.72326583694641,-20.72326583694641,2
3.6,0.9,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,51.0,176.0,0,0,1,1,1.280933845739842,-0.1053605145467152,-20.72326583694641,-20.72326583694641,2
3.3,0.8,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,50.0,169.0,0,0,1,1,1.193922468775465,-0.2231435500642097,-20.72326583694641,-20.72326583694641,2
3.1,0.8,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,51.0,161.0,0,0,1,1,1.131402111813681,-0.2231435500642097,-20.72326583694641,-20.72326583694641,2
2.6,0.6,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,39.0,216.0,0,0,1,1,0.9555114454120518,-0.5108256220993241,-20.72326583694641,-20.72326583694641,2
2.1,0.5,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,40.0,191.0,0,0,1,1,0.7419373452055679,-0.6931471785599453,-20.72326583694641,-20.72326583694641,2
1.5,0.4,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,48.0,172.0,0,0,1,1,0.4054651087748311,-0.9162907293741549,-20.72326583694641,-20.72326583694641,2
3.52,0.93,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,35.0,258.0,0,0,1,1,1.258460989894097,-0.0725706917595666,-20.72326583694641,-20.72326583694641,2
3.11,0.75,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,51.0,161.0,0,0,1,1,1.134622726512686,-0.2876820711184476,-20.72326583694641,-20.72326583694641,2
2.59,0.62,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,35.0,189.0,0,0,1,1,0.9516578760975467,-0.4780357993300967,-20.72326583694641,-20.72326583694641,2
1.55,0.37,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,48.0,172.0,0,0,1,1,0.4382549315763166,-0.9942522706411642,-20.72326583694641,-20.72326583694641,2
3.75,0.8,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,32.5,262.0,0,0,1,1,1.321755840248986,-0.2231435500642097,-20.72326583694641,-20.72326583694641,2
3.33,0.64,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,41.0,201.0,0,0,1,1,1.202972304292653,-0.4462871010659195,-20.72326583694641,-20.72326583694641,2
2.78,0.53,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,38.0,201.0,0,0,1,1,1.022450928062258,-0.6348782705491771,-20.72326583694641,-20.72326583694641,2
2.2,0.41,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,41.0,168.0,0,0,1,1,0.7884573608188158,-0.8915981168447592,-20.72326583694641,-20.72326583694641,2
1.66,0.32,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,48.0,176.0,0,0,1,1,0.5068176029708615,-1.139434280063365,-20.72326583694641,-20.72326583694641,2
4.02,0.7,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,30.0,241.0,0,0,1,1,1.391281902879686,-0.3566749425101611,-20.72326583694641,-20.72326583694641,2
3.5,0.56,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,33.0,225.0,0,0,1,1,1.252762968781082,-0.5798184934672278,-20.72326583694641,-20.72326583694641,2
2.91,0.46,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,36.0,191.0,0,0,1,1,1.068153081527044,-0.7765287873250832,-20.72326583694641,-20.72326583694641,2
2.31,0.36,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,39.0,160.0,0,0,1,1,0.8372475249666027,-1.021651244754204,-20.72326583694641,-20.72326583694641,2
1.74,0.28,0.0,0.0,-1.0,-1,-1.0,950,1.0,450,4.0,,47.0,171.0,0,0,1,1,0.5538851138011504,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.0,0.25,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,36.2,96.0,0,0,0,0,1.000000082240371e-09,-1.38629435711989,-20.72326583694641,-20.72326583694641,0
3.2,0.75,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,34.2,80.0,0,0,0,0,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,0
2.5,0.52,0.0,0.0,10.0,-1,-1.0,-1,-1.0,-1,-1.0,348.2,16.22,107.0,1,0,0,0,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,20.0,-1,-1.0,-1,-1.0,-1,-1.0,391.5,16.42,124.0,1,0,0,0,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,30.0,-1,-1.0,-1,-1.0,-1,-1.0,431.6,16.62,137.3,1,0,0,0,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,40.0,-1,-1.0,-1,-1.0,-1,-1.0,443.3,16.82,152.7,1,0,0,0,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,50.0,-1,-1.0,-1,-1.0,-1,-1.0,450.5,17.02,161.0,1,0,0,0,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,60.0,-1,-1.0,-1,-1.0,-1,-1.0,481.5,17.22,172.0,1,0,0,0,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,60.0,-1,-1.0,-1,-1.0,460,4.0,790.0,45.0,250.0,1,0,0,1,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,2
2.5,0.52,0.0,0.0,60.0,-1,-1.0,-1,-1.0,480,4.0,750.0,48.0,240.0,1,0,0,1,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,2
2.5,0.52,0.0,0.0,60.0,-1,-1.0,-1,-1.0,500,4.0,696.0,50.0,220.0,1,0,0,1,0.9162907322741551,-0.6539264654835871,-20.72326583694641,-20.72326583694641,2
2.77,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,,,0,0,0,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,0
2.77,0.65,0.0,0.0,-1.0,-1,-1.0,900,0.0083,-1,-1.0,377.0,24.0,,0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.77,0.65,0.0,0.0,-1.0,-1,-1.0,900,0.0167,-1,-1.0,238.0,19.0,,0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.77,0.65,0.0,0.0,-1.0,-1,-1.0,900,0.025,-1,-1.0,220.0,18.0,,0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.77,0.65,0.0,0.0,-1.0,-1,-1.0,900,0.0333,-1,-1.0,206.0,17.0,,0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.05,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,400,3.0,730.0,23.0,242.3,0,0,0,1,0.7178397936381217,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.05,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,430,3.0,760.0,43.2,265.6,0,0,0,1,0.7178397936381217,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.05,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,460,3.0,740.0,40.1,256.7,0,0,0,1,0.7178397936381217,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.05,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,490,3.0,700.0,41.5,232.2,0,0,0,1,0.7178397936381217,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.05,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,520,3.0,650.0,42.6,196.6,0,0,0,1,0.7178397936381217,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.05,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,550,3.0,580.0,43.5,164.4,0,0,0,1,0.7178397936381217,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,17.2,84.0,0,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,0
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,960,2.0,-1,-1.0,,10.5,78.0,0,0,1,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,1
2.8,0.7,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,20.4,111.0,0,0,0,0,1.029619417538301,-0.3566749425101611,-20.72326583694641,-20.72326583694641,0
2.8,0.7,0.0,0.0,-1.0,-1,-1.0,960,2.0,-1,-1.0,,14.8,119.0,0,0,1,0,1.029619417538301,-0.3566749425101611,-20.72326583694641,-20.72326583694641,1
2.8,0.9,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,15.1,138.0,0,0,0,0,1.029619417538301,-0.1053605145467152,-20.72326583694641,-20.72326583694641,0
2.8,0.9,0.0,0.0,-1.0,-1,-1.0,960,2.0,-1,-1.0,,12.9,125.0,0,0,1,0,1.029619417538301,-0.1053605145467152,-20.72326583694641,-20.72326583694641,1
2.8,0.56,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,23.7,145.0,0,0,0,0,1.029619417538301,-0.5798184934672278,-20.72326583694641,-20.72326583694641,0
2.8,0.56,0.0,0.0,-1.0,-1,-1.0,960,2.0,-1,-1.0,,12.3,135.0,0,0,1,0,1.029619417538301,-0.5798184934672278,-20.72326583694641,-20.72326583694641,1
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,960,2.0,450,4.0,,88.0,131.0,0,0,1,1,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,2
2.8,0.7,0.0,0.0,-1.0,-1,-1.0,960,2.0,500,10.0,,47.4,252.0,0,0,1,1,1.029619417538301,-0.3566749425101611,-20.72326583694641,-20.72326583694641,2
2.8,0.9,0.0,0.0,-1.0,-1,-1.0,960,2.0,550,1.0,,42.5,272.0,0,0,1,1,1.029619417538301,-0.1053605145467152,-20.72326583694641,-20.72326583694641,2
2.8,0.56,0.0,0.0,-1.0,-1,-1.0,960,2.0,500,10.0,,41.5,258.0,0,0,1,1,1.029619417538301,-0.5798184934672278,-20.72326583694641,-20.72326583694641,2
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,25.43,120.43,0,0,0,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,0
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,700,1.0,-1,-1.0,,25.43,114.85,0,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,750,1.0,-1,-1.0,,24.25,112.95,0,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,800,1.0,-1,-1.0,,23.06,111.48,0,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,850,1.0,-1,-1.0,,21.99,107.39,0,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,900,1.0,-1,-1.0,,22.63,108.5,0,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,850,1.0,450,3.0,,33.54,195.0,0,0,1,1,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,2
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,850,1.0,500,3.0,,41.02,208.1,0,0,1,1,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,2
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,850,1.0,550,0.5,,40.35,195.64,0,0,1,1,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,700,0.5,-1,-1.0,,32.8,118.5,0,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,720,0.5,-1,-1.0,,31.5,114.5,0,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,740,0.5,-1,-1.0,,29.5,109.2,0,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,760,0.5,-1,-1.0,,27.5,105.2,0,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,780,0.5,-1,-1.0,,28.5,102.5,0,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,760,0.5,420,2.0,375.0,38.5,132.5,0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,760,0.5,440,2.0,425.0,41.0,142.5,0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,760,0.5,460,2.0,480.0,43.0,148.5,0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,760,0.5,480,2.0,540.0,45.7,152.5,0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,760,0.5,500,2.0,528.0,46.5,148.5,0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,-1,-1.0,760,0.5,520,2.0,510.0,46.5,145.5,0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,10.0,-1,-1.0,760,0.5,480,2.0,585.0,51.0,156.5,1,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,20.0,-1,-1.0,760,0.5,480,2.0,595.0,51.5,158.5,1,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,30.0,-1,-1.0,760,0.5,480,2.0,602.0,52.5,159.5,1,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,40.0,-1,-1.0,760,0.5,480,2.0,607.0,53.0,161.5,1,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,50.0,-1,-1.0,760,0.5,480,2.0,595.0,53.0,158.5,1,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,20.0,-1,-1.0,-1,-1.0,-1,-1.0,435.0,51.5,135.0,1,0,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,30.0,-1,-1.0,-1,-1.0,-1,-1.0,475.0,50.5,150.0,1,0,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,45.0,-1,-1.0,-1,-1.0,-1,-1.0,530.0,49.5,162.0,1,0,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,65.0,-1,-1.0,-1,-1.0,-1,-1.0,545.0,48.5,172.0,1,0,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,80.0,-1,-1.0,-1,-1.0,-1,-1.0,550.0,48.0,178.0,1,0,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,20.0,460,1.0,-1,-1.0,-1,-1.0,355.0,43.0,112.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,45.0,460,1.0,-1,-1.0,-1,-1.0,355.0,43.5,118.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,65.0,460,1.0,-1,-1.0,-1,-1.0,375.0,44.0,128.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,80.0,460,1.0,-1,-1.0,-1,-1.0,405.0,45.0,144.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,20.0,500,1.0,-1,-1.0,-1,-1.0,345.0,46.0,108.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,45.0,480,1.0,-1,-1.0,-1,-1.0,390.0,47.0,130.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,65.0,480,1.0,-1,-1.0,-1,-1.0,390.0,47.0,130.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,80.0,480,1.0,-1,-1.0,-1,-1.0,420.0,48.0,145.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,20.0,540,1.0,-1,-1.0,-1,-1.0,315.0,46.0,96.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,45.0,520,1.0,-1,-1.0,-1,-1.0,335.0,46.5,104.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,65.0,500,1.0,-1,-1.0,-1,-1.0,365.0,47.0,122.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,80.0,500,1.0,-1,-1.0,-1,-1.0,400.0,48.0,138.0,1,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
3.5,0.8,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,25.1,166.0,0,0,0,0,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,0
3.5,0.8,0.0,0.0,-1.0,-1,-1.0,900,1.0,-1,-1.0,,15.11,106.0,0,0,1,0,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,1
3.5,0.8,0.0,0.0,40.0,-1,-1.0,-1,-1.0,-1,-1.0,,15.13,173.0,1,0,0,0,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,1
3.5,0.8,0.0,0.0,60.0,-1,-1.0,-1,-1.0,-1,-1.0,,15.1,173.0,1,0,0,0,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,1
3.5,0.8,0.0,0.0,80.0,-1,-1.0,-1,-1.0,-1,-1.0,,14.44,174.0,1,0,0,0,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,1
3.5,0.8,0.0,0.0,40.0,-1,-1.0,900,1.0,500,1.0,,32.19,300.0,1,0,1,1,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,3
3.5,0.8,0.0,0.0,60.0,-1,-1.0,900,1.0,500,1.0,,33.14,305.0,1,0,1,1,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,3
3.5,0.8,0.0,0.0,80.0,-1,-1.0,900,1.0,500,0.5,,30.06,305.0,1,0,1,1,1.252762968781082,-0.2231435500642097,-20.72326583694641,-20.72326583694641,3
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,22.41,130.0,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
7.5,1.5,0.0,0.0,-1.0,863,0.5,-1,-1.0,-1,-1.0,,12.64,146.0,0,1,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,1
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,22.0,175.0,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,36.0,187.0,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,37.5,197.0,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,38.0,202.0,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,,37.5,210.0,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,450,2.0,,39.5,215.0,0,0,0,1,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,1
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,450,4.0,,44.0,215.0,0,0,0,1,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,1
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,450,6.0,,44.5,215.0,0,0,0,1,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,1
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,450,8.0,,45.0,215.0,0,0,0,1,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,1
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,450,10.0,,45.0,215.0,0,0,0,1,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,1
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,748.5,8.6,,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,450,8.0,410.2,32.98,,0,0,0,1,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,1
7.5,1.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,694.8,27.07,,0,0,0,0,2.014903020675598,0.4054651087748311,-20.72326583694641,-20.72326583694641,0
