Ni,Si,Ce,La,cold_rolling_strain,solution_T,solution_t,aging_T,aging_t,UTS,conductivity,is_cold_rolled,is_solution,is_aged,log_Ni,log_Si,log_Ce,log_La,precipitation_index
3.11,0.75,0.0,0.0,-1.0,950,1.0,450,4.0,,51.0,0,1,1,1.134622726512686,-0.2876820711184476,-20.72326583694641,-20.72326583694641,2
2.59,0.62,0.0,0.0,-1.0,950,1.0,450,4.0,,35.0,0,1,1,0.9516578760975468,-0.4780357993300967,-20.72326583694641,-20.72326583694641,2
1.55,0.37,0.0,0.0,-1.0,950,1.0,450,4.0,,48.0,0,1,1,0.4382549315763166,-0.9942522706411642,-20.72326583694641,-20.72326583694641,2
3.75,0.8,0.0,0.0,-1.0,950,1.0,450,4.0,,32.5,0,1,1,1.321755840248986,-0.2231435500642097,-20.72326583694641,-20.72326583694641,2
3.33,0.64,0.0,0.0,-1.0,950,1.0,450,4.0,,41.0,0,1,1,1.202972304292653,-0.4462871010659195,-20.72326583694641,-20.72326583694641,2
2.78,0.53,0.0,0.0,-1.0,950,1.0,450,4.0,,38.0,0,1,1,1.022450928062258,-0.6348782705491771,-20.72326583694641,-20.72326583694641,2
2.2,0.41,0.0,0.0,-1.0,950,1.0,450,4.0,,41.0,0,1,1,0.7884573608188158,-0.8915981168447592,-20.72326583694641,-20.72326583694641,2
1.66,0.32,0.0,0.0,-1.0,950,1.0,450,4.0,,48.0,0,1,1,0.5068176029708615,-1.139434280063365,-20.72326583694641,-20.72326583694641,2
4.02,0.7,0.0,0.0,-1.0,950,1.0,450,4.0,,30.0,0,1,1,1.391281902879686,-0.3566749425101611,-20.72326583694641,-20.72326583694641,2
3.5,0.56,0.0,0.0,-1.0,950,1.0,450,4.0,,33.0,0,1,1,1.252762968781082,-0.5798184934672278,-20.72326583694641,-20.72326583694641,2
2.91,0.46,0.0,0.0,-1.0,950,1.0,450,4.0,,36.0,0,1,1,1.068153081527044,-0.7765287873250832,-20.72326583694641,-20.72326583694641,2
2.31,0.36,0.0,0.0,-1.0,950,1.0,450,4.0,,39.0,0,1,1,0.8372475249666027,-1.021651244754204,-20.72326583694641,-20.72326583694641,2
1.74,0.28,0.0,0.0,-1.0,950,1.0,450,4.0,,47.0,0,1,1,0.5538851138011504,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.0,0.25,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,36.2,0,0,0,1.000000082240371e-09,-1.38629435711989,-20.72326583694641,-20.72326583694641,0
3.2,0.75,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,34.2,0,0,0,1.163150810118181,-0.2876820711184476,-20.72326583694641,-20.72326583694641,0
2.5,0.52,0.0,0.0,10.0,-1,-1.0,-1,-1.0,348.2,16.22,1,0,0,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,20.0,-1,-1.0,-1,-1.0,391.5,16.42,1,0,0,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,30.0,-1,-1.0,-1,-1.0,431.6,16.62,1,0,0,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,40.0,-1,-1.0,-1,-1.0,443.3,16.82,1,0,0,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,50.0,-1,-1.0,-1,-1.0,450.5,17.02,1,0,0,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,60.0,-1,-1.0,-1,-1.0,481.5,17.22,1,0,0,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,1
2.5,0.52,0.0,0.0,60.0,-1,-1.0,460,4.0,790.0,45.0,1,0,1,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,2
2.5,0.52,0.0,0.0,60.0,-1,-1.0,480,4.0,750.0,48.0,1,0,1,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,2
2.5,0.52,0.0,0.0,60.0,-1,-1.0,500,4.0,696.0,50.0,1,0,1,0.9162907322741553,-0.6539264654835871,-20.72326583694641,-20.72326583694641,2
2.77,0.65,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,,0,0,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,0
2.77,0.65,0.0,0.0,-1.0,900,0.0083,-1,-1.0,377.0,24.0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.77,0.65,0.0,0.0,-1.0,900,0.0167,-1,-1.0,238.0,19.0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.77,0.65,0.0,0.0,-1.0,900,0.025,-1,-1.0,220.0,18.0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
2.77,0.65,0.0,0.0,-1.0,900,0.0333,-1,-1.0,206.0,17.0,0,1,0,1.018847320560258,-0.4307829145539927,-20.72326583694641,-20.72326583694641,1
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,17.2,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,0
0.0,0.0,0.0,0.0,-1.0,960,2.0,-1,-1.0,,10.5,0,1,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,1
2.8,0.7,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,20.4,0,0,0,1.029619417538301,-0.3566749425101611,-20.72326583694641,-20.72326583694641,0
2.8,0.7,0.0,0.0,-1.0,960,2.0,-1,-1.0,,14.8,0,1,0,1.029619417538301,-0.3566749425101611,-20.72326583694641,-20.72326583694641,1
2.8,0.9,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,15.1,0,0,0,1.029619417538301,-0.1053605145467152,-20.72326583694641,-20.72326583694641,0
2.8,0.9,0.0,0.0,-1.0,960,2.0,-1,-1.0,,12.9,0,1,0,1.029619417538301,-0.1053605145467152,-20.72326583694641,-20.72326583694641,1
2.8,0.56,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,23.7,0,0,0,1.029619417538301,-0.5798184934672278,-20.72326583694641,-20.72326583694641,0
2.8,0.56,0.0,0.0,-1.0,960,2.0,-1,-1.0,,12.3,0,1,0,1.029619417538301,-0.5798184934672278,-20.72326583694641,-20.72326583694641,1
0.0,0.0,0.0,0.0,-1.0,960,2.0,450,4.0,,88.0,0,1,1,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,2
2.8,0.7,0.0,0.0,-1.0,960,2.0,500,10.0,,47.4,0,1,1,1.029619417538301,-0.3566749425101611,-20.72326583694641,-20.72326583694641,2
2.8,0.9,0.0,0.0,-1.0,960,2.0,550,1.0,,42.5,0,1,1,1.029619417538301,-0.1053605145467152,-20.72326583694641,-20.72326583694641,2
2.8,0.56,0.0,0.0,-1.0,960,2.0,500,10.0,,41.5,0,1,1,1.029619417538301,-0.5798184934672278,-20.72326583694641,-20.72326583694641,2
1.7,0.5,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,25.43,0,0,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,0
1.7,0.5,0.0,0.0,-1.0,700,1.0,-1,-1.0,,25.43,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,750,1.0,-1,-1.0,,24.25,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,800,1.0,-1,-1.0,,23.06,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,850,1.0,-1,-1.0,,21.99,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,900,1.0,-1,-1.0,,22.63,0,1,0,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,1
1.7,0.5,0.0,0.0,-1.0,850,1.0,450,3.0,,33.54,0,1,1,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,2
1.7,0.5,0.0,0.0,-1.0,850,1.0,500,3.0,,41.02,0,1,1,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,2
1.7,0.5,0.0,0.0,-1.0,850,1.0,550,0.5,,40.35,0,1,1,0.5306282516504057,-0.6931471785599453,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,700,0.5,-1,-1.0,,32.8,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,720,0.5,-1,-1.0,,31.5,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,740,0.5,-1,-1.0,,29.5,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,760,0.5,-1,-1.0,,27.5,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,780,0.5,-1,-1.0,,28.5,0,1,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,-1.0,760,0.5,420,2.0,375.0,38.5,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,760,0.5,440,2.0,425.0,41.0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,760,0.5,460,2.0,480.0,43.0,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,760,0.5,480,2.0,540.0,45.7,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,760,0.5,500,2.0,528.0,46.5,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,-1.0,760,0.5,520,2.0,510.0,46.5,0,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,2
1.37,0.28,0.0,0.0,10.0,760,0.5,480,2.0,585.0,51.0,1,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,20.0,760,0.5,480,2.0,595.0,51.5,1,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,30.0,760,0.5,480,2.0,602.0,52.5,1,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,40.0,760,0.5,480,2.0,607.0,53.0,1,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,50.0,760,0.5,480,2.0,595.0,53.0,1,1,1,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,3
1.37,0.28,0.0,0.0,20.0,-1,-1.0,-1,-1.0,435.0,51.5,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,30.0,-1,-1.0,-1,-1.0,475.0,50.5,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,45.0,-1,-1.0,-1,-1.0,530.0,49.5,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,65.0,-1,-1.0,-1,-1.0,545.0,48.5,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
1.37,0.28,0.0,0.0,80.0,-1,-1.0,-1,-1.0,550.0,48.0,1,0,0,0.3148107405699607,-1.272965672241459,-20.72326583694641,-20.72326583694641,1
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,57.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,0
0.0,0.0,0.0,0.02,-1.0,-1,-1.0,-1,-1.0,,59.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-3.912022955428147,0
0.0,0.0,0.0,0.04,-1.0,-1,-1.0,-1,-1.0,,62.0,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-3.218875799868201,0
0.0,0.0,0.0,0.06,-1.0,-1,-1.0,-1,-1.0,,60.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-2.81341070009337,0
0.0,0.0,0.0,0.08,-1.0,-1,-1.0,-1,-1.0,,58.0,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-2.525728631808255,0
0.0,0.0,0.0,0.1,-1.0,-1,-1.0,-1,-1.0,,58.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-2.302585082994046,0
0.0,0.0,0.0,0.12,-1.0,-1,-1.0,-1,-1.0,,59.0,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-2.120263527866758,0
0.0,0.0,0.02,0.0,-1.0,-1,-1.0,-1,-1.0,,60.0,0,0,0,-20.72326583694641,-20.72326583694641,-3.912022955428147,-20.72326583694641,0
0.0,0.0,0.04,0.0,-1.0,-1,-1.0,-1,-1.0,,57.5,0,0,0,-20.72326583694641,-20.72326583694641,-3.218875799868201,-20.72326583694641,0
0.0,0.0,0.06,0.0,-1.0,-1,-1.0,-1,-1.0,,56.0,0,0,0,-20.72326583694641,-20.72326583694641,-2.81341070009337,-20.72326583694641,0
0.0,0.0,0.08,0.0,-1.0,-1,-1.0,-1,-1.0,,57.5,0,0,0,-20.72326583694641,-20.72326583694641,-2.525728631808255,-20.72326583694641,0
0.0,0.0,0.1,0.0,-1.0,-1,-1.0,-1,-1.0,,60.0,0,0,0,-20.72326583694641,-20.72326583694641,-2.302585082994046,-20.72326583694641,0
0.0,0.0,0.12,0.0,-1.0,-1,-1.0,-1,-1.0,,61.1,0,0,0,-20.72326583694641,-20.72326583694641,-2.120263527866758,-20.72326583694641,0
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,58.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,0
0.0,0.0,0.02,0.0,-1.0,-1,-1.0,-1,-1.0,213.0,61.0,0,0,0,-20.72326583694641,-20.72326583694641,-3.912022955428147,-20.72326583694641,0
0.0,0.0,0.04,0.0,-1.0,-1,-1.0,-1,-1.0,235.0,60.5,0,0,0,-20.72326583694641,-20.72326583694641,-3.218875799868201,-20.72326583694641,0
0.0,0.0,0.06,0.0,-1.0,-1,-1.0,-1,-1.0,245.0,60.0,0,0,0,-20.72326583694641,-20.72326583694641,-2.81341070009337,-20.72326583694641,0
0.0,0.0,0.08,0.0,-1.0,-1,-1.0,-1,-1.0,248.0,59.5,0,0,0,-20.72326583694641,-20.72326583694641,-2.525728631808255,-20.72326583694641,0
0.0,0.0,0.1,0.0,-1.0,-1,-1.0,-1,-1.0,241.0,59.0,0,0,0,-20.72326583694641,-20.72326583694641,-2.302585082994046,-20.72326583694641,0
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,170.0,57.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,0
0.0,0.0,0.0,0.01,-1.0,-1,-1.0,-1,-1.0,180.0,59.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-4.605170085988096,0
0.0,0.0,0.0,0.02,-1.0,-1,-1.0,-1,-1.0,185.0,61.0,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-3.912022955428147,0
0.0,0.0,0.0,0.03,-1.0,-1,-1.0,-1,-1.0,183.0,60.5,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-3.506557863986649,0
0.0,0.0,0.0,0.04,-1.0,-1,-1.0,-1,-1.0,180.0,60.0,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-3.218875799868201,0
0.0,0.0,0.01,0.0,-1.0,-1,-1.0,-1,-1.0,182.0,60.0,0,0,0,-20.72326583694641,-20.72326583694641,-4.605170085988096,-20.72326583694641,0
0.0,0.0,0.02,0.0,-1.0,-1,-1.0,-1,-1.0,190.0,61.0,0,0,0,-20.72326583694641,-20.72326583694641,-3.912022955428147,-20.72326583694641,0
0.0,0.0,0.03,0.0,-1.0,-1,-1.0,-1,-1.0,188.0,60.5,0,0,0,-20.72326583694641,-20.72326583694641,-3.506557863986649,-20.72326583694641,0
0.0,0.0,0.04,0.0,-1.0,-1,-1.0,-1,-1.0,185.0,60.0,0,0,0,-20.72326583694641,-20.72326583694641,-3.218875799868201,-20.72326583694641,0
3.0,0.52,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,21.0,0,0,0,1.098612289001443,-0.6539264654835871,-20.72326583694641,-20.72326583694641,0
2.28,0.67,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,192.0,20.6,0,0,0,0.8241754434049459,-0.400477565104588,-20.72326583694641,-20.72326583694641,0
2.22,0.73,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,228.0,19.5,0,0,0,0.7975071963346386,-0.3147107434698373,-20.72326583694641,-20.72326583694641,0
2.34,0.58,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,250.0,21.3,0,0,0,0.8501509297969605,-0.5447271737175342,-20.72326583694641,-20.72326583694641,0
1.5,0.6,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,,27.0,0,0,0,0.4054651087748311,-0.5108256220993241,-20.72326583694641,-20.72326583694641,0
2.0,0.5,0.0,0.0,80.0,900,1.0,450,2.0,,41.0,1,1,1,0.6931471810599453,-0.6931471785599453,-20.72326583694641,-20.72326583694641,3
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,145.0,,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,0
0.0,0.0,0.0,0.022,-1.0,-1,-1.0,-1,-1.0,155.0,,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-3.816712780169277,0
0.0,0.0,0.0,0.04,-1.0,-1,-1.0,-1,-1.0,158.0,,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-3.218875799868201,0
0.0,0.0,0.0,0.089,-1.0,-1,-1.0,-1,-1.0,155.0,,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-2.419118898014042,0
0.0,0.0,0.0,0.18,-1.0,-1,-1.0,-1,-1.0,169.0,,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-1.714798422536371,0
0.0,0.0,0.0,0.32,-1.0,-1,-1.0,-1,-1.0,188.0,,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-1.139434280063365,0
2.43,2.03,0.0,0.0,50.0,-1,-1.0,447,2.8,480.0,32.0,1,0,1,0.8878912577639798,0.7080357935463067,-20.72326583694641,-20.72326583694641,2
2.59,1.97,0.0,0.0,50.0,-1,-1.0,447,2.8,530.0,39.0,1,0,1,0.9516578760975468,0.6780335432575114,-20.72326583694641,-20.72326583694641,2
3.11,1.43,0.0,0.0,50.0,-1,-1.0,447,2.8,590.0,39.0,1,0,1,1.134622726512686,0.3576744449711166,-20.72326583694641,-20.72326583694641,2
2.8,0.6,0.0,0.0,95.0,-1,-1.0,450,1.0,886.0,42.4,1,0,1,1.029619417538301,-0.5108256220993241,-20.72326583694641,-20.72326583694641,2
2.8,0.6,0.0,0.0,95.0,-1,-1.0,450,1.0,752.0,50.8,1,0,1,1.029619417538301,-0.5108256220993241,-20.72326583694641,-20.72326583694641,2
2.8,0.6,0.0,0.0,95.0,-1,-1.0,-1,-1.0,710.0,19.8,1,0,0,1.029619417538301,-0.5108256220993241,-20.72326583694641,-20.72326583694641,1
2.8,0.6,0.0,0.0,95.0,-1,-1.0,-1,-1.0,601.0,22.3,1,0,0,1.029619417538301,-0.5108256220993241,-20.72326583694641,-20.72326583694641,1
2.8,0.6,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,318.0,20.2,0,0,0,1.029619417538301,-0.5108256220993241,-20.72326583694641,-20.72326583694641,0
0.0,0.0,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,428.0,98.0,0,0,0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,0
3.91,0.93,0.0,0.0,-1.0,950,1.0,450,4.0,,52.0,0,1,1,1.363537374253029,-0.0725706917595666,-20.72326583694641,-20.72326583694641,2
4.0,1.0,0.0,0.0,-1.0,980,1.0,450,1.0,500.0,47.0,0,1,1,1.386294361369891,1.000000082240371e-09,-20.72326583694641,-20.72326583694641,2
4.0,1.0,0.0,0.0,0.95,980,1.0,450,6.0,1170.0,31.0,1,1,1,1.386294361369891,1.000000082240371e-09,-20.72326583694641,-20.72326583694641,3
4.0,1.0,0.0,0.0,0.95,980,1.0,450,6.0,1088.0,38.0,1,1,1,1.386294361369891,1.000000082240371e-09,-20.72326583694641,-20.72326583694641,3
4.0,1.0,0.0,0.0,0.95,980,1.0,450,24.0,1044.0,40.0,1,1,1,1.386294361369891,1.000000082240371e-09,-20.72326583694641,-20.72326583694641,3
4.0,1.0,0.0,0.0,0.95,980,1.0,450,1.0,820.0,46.0,1,1,1,1.386294361369891,1.000000082240371e-09,-20.72326583694641,-20.72326583694641,3
2.32,0.54,0.0,0.0,0.98,-1,-1.0,400,2.0,603.0,,1,0,1,0.8415671861092531,-0.6161861375719652,-20.72326583694641,-20.72326583694641,2
2.58,0.46,0.0,0.0,-1.0,-1,-1.0,-1,-1.0,380.0,40.5,0,0,0,0.947789399321123,-0.7765287873250832,-20.72326583694641,-20.72326583694641,0
2.58,0.46,0.0,0.0,0.9,900,1.0,450,1.5,755.0,47.0,1,1,1,0.947789399321123,-0.7765287873250832,-20.72326583694641,-20.72326583694641,3
2.58,0.46,0.0,0.0,0.9,900,1.0,500,1.5,,50.0,1,1,1,0.947789399321123,-0.7765287873250832,-20.72326583694641,-20.72326583694641,3
2.58,0.46,0.0,0.0,0.9,900,1.0,550,1.5,,49.0,1,1,1,0.947789399321123,-0.7765287873250832,-20.72326583694641,-20.72326583694641,3
